iteration_count, cost_function
1, 34.87318361955086
2, 36.133977900552495
3, 35.265223274695536
4, 34.508748317631216
5, 35.06325706594886
6, 32.954847277556446
7, 33.79268292682926
8, 33.73705722070844
9, 34.856584093872236
10, 34.38783783783784
11, 33.09254143646409
12, 33.62299465240642
13, 34.9519890260631
14, 35.15832205683356
15, 34.58943089430894
16, 33.87065368567454
17, 33.352609308885754
18, 34.5891364902507
19, 33.421418636995824
20, 34.18467852257182
21, 35.09847434119279
22, 34.06684491978609
23, 31.77793103448276
24, 34.79564032697549
25, 33.57563587684069
26, 35.5086782376502
27, 34.80413793103448
28, 34.45861601085482
29, 34.48936170212766
30, 35.1568894952251
31, 33.32724719101123
32, 33.29729729729731
33, 33.31636863823935
34, 32.91073919107392
35, 32.73157162726009
36, 33.268595041322314
37, 33.04878048780488
38, 33.51489361702128
39, 31.644475920679888
40, 32.44281914893617
41, 33.374130737134905
42, 34.65887207702889
43, 32.86878453038675
44, 32.17270194986072
45, 32.175000000000004
46, 32.143631436314365
47, 31.786703601108027
48, 33.415868673050625
49, 32.359731543624164
50, 32.21565934065934
51, 32.71567267683772
52, 32.56410256410256
53, 33.13324360699866
54, 32.134666666666675
55, 32.88702928870293
56, 33.47214484679666
57, 32.58948863636364
58, 33.52149791955617
59, 32.212483399734396
60, 31.837801608579095
61, 32.4375
