1,0,5,15,8,QtoSimplifyDiscardSegmentedSolver,1e-05
1,1,5,15,8,QtoSimplifyDiscardSegmentedSolver,1e-05
1,2,5,15,8,QtoSimplifyDiscardSegmentedSolver,1e-05
1,3,5,15,8,QtoSimplifyDiscardSegmentedSolver,1e-05
1,4,5,15,8,QtoSimplifyDiscardSegmentedSolver,1e-05
1,5,5,15,8,QtoSimplifyDiscardSegmentedSolver,1e-05
1,6,5,15,8,QtoSimplifyDiscardSegmentedSolver,1e-05
1,7,5,15,8,QtoSimplifyDiscardSegmentedSolver,1e-05
1,8,5,15,8,QtoSimplifyDiscardSegmentedSolver,1e-05
1,9,5,15,8,QtoSimplifyDiscardSegmentedSolver,1e-05
1,0,5,15,8,QtoSimplifyDiscardSegmentedSolver,5e-05
1,1,5,15,8,QtoSimplifyDiscardSegmentedSolver,5e-05
1,2,5,15,8,QtoSimplifyDiscardSegmentedSolver,5e-05
1,3,5,15,8,QtoSimplifyDiscardSegmentedSolver,5e-05
1,4,5,15,8,QtoSimplifyDiscardSegmentedSolver,5e-05
1,5,5,15,8,QtoSimplifyDiscardSegmentedSolver,5e-05
1,6,5,15,8,QtoSimplifyDiscardSegmentedSolver,5e-05
1,7,5,15,8,QtoSimplifyDiscardSegmentedSolver,5e-05
1,8,5,15,8,QtoSimplifyDiscardSegmentedSolver,5e-05
1,9,5,15,8,QtoSimplifyDiscardSegmentedSolver,5e-05
1,0,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0001
1,1,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0001
1,2,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0001
1,3,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0001
1,4,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0001
1,5,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0001
1,6,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0001
1,7,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0001
1,8,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0001
1,9,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0001
1,0,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0003
1,1,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0003
1,2,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0003
1,3,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0003
1,4,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0003
1,5,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0003
1,6,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0003
1,7,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0003
1,8,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0003
1,9,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0003
1,0,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0005
1,1,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0005
1,2,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0005
1,3,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0005
1,4,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0005
1,5,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0005
1,6,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0005
1,7,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0005
1,8,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0005
1,9,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0005
1,0,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0008
1,1,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0008
1,2,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0008
1,3,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0008
1,4,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0008
1,5,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0008
1,6,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0008
1,7,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0008
1,8,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0008
1,9,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.0008
1,0,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.001
1,1,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.001
1,2,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.001
1,3,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.001
1,4,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.001
1,5,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.001
1,6,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.001
1,7,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.001
1,8,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.001
1,9,5,15,8,QtoSimplifyDiscardSegmentedSolver,0.001
1,0,5,15,8,QtoSimplifyDiscardSegmentedSolver,1e-05
